11.28,0.4494,0.1014
11.30,0.4503,0.1014
    [REP 3] start=9.32s  deepest=10.32s  end=11.32s
11.32,0.4495,0.1014
11.34,0.4469,0.1014
11.36,0.4426,0.1014
11.38,0.4365,0.1013
11.40,0.4287,0.1013
11.42,0.4192,0.1013
11.44,0.4080,0.1013
11.46,0.3952,0.1013
11.48,0.3809,0.1013
11.50,0.3651,0.1013
11.52,0.3478,0.1013
11.54,0.3292,0.1013
11.56,0.3092,0.1013
11.58,0.2880,0.1013
11.60,0.2657,0.1013
11.62,0.2424,0.1013
11.64,0.2181,0.1013
11.66,0.1929,0.1013
11.68,0.1670,0.1013
11.70,0.1404,0.1013
11.72,0.1133,0.1013
11.74,0.0857,0.1013
11.76,0.0578,0.1013
11.78,0.0296,0.1013
11.80,0.0013,0.1013
11.82,-0.0269,0.1013
11.84,-0.0551,0.1013
11.86,-0.0831,0.1013
11.88,-0.1107,0.1013
11.90,-0.1378,0.1013
11.92,-0.1645,0.1013
11.94,-0.1905,0.1013
11.96,-0.2157,0.1013
11.98,-0.2401,0.1013
12.00,-0.2635,0.1013
12.02,-0.2859,0.1013
12.04,-0.3071,0.1013
12.06,-0.3272,0.1013
12.08,-0.3459,0.1013
12.10,-0.3633,0.1013
12.12,-0.3793,0.1013
12.14,-0.3938,0.1013
12.16,-0.4067,0.1013
12.18,-0.4180,0.1013
12.20,-0.4276,0.1013
12.22,-0.4356,0.1013
12.24,-0.4419,0.1013
12.26,-0.4464,0.1013
12.28,-0.4491,0.1013
12.30,-0.4501,0.1013
12.32,-0.4493,0.1013
12.34,-0.4467,0.1013
12.36,-0.4424,0.1013
12.38,-0.4363,0.1013
12.40,-0.4285,0.1013
12.42,-0.4189,0.1013
12.44,-0.4078,0.1013
12.46,-0.3950,0.1013
12.48,-0.3807,0.1013
12.50,-0.3649,0.1013
12.52,-0.3476,0.1013
12.54,-0.3289,0.1013
12.56,-0.3090,0.1013
12.58,-0.2878,0.1013
12.60,-0.2655,0.1013
12.62,-0.2422,0.1013
12.64,-0.2179,0.1013
